projectcode,incubationid,sampleid,treatment,incubationdays,matrix,analyte,measvalue,units,method ,measdate,meastime,labid,sampletype,notes
DOE2,DOE_GR_20191203_AC_5d_3,DOE_GR_20191203_AC_5d_3_D,Activated Carbon,5,sediment ,total iron,,mg/kg ww,EPA 6010D,,,D30,sample,
DOE2,DOE_GR_20191203_MnAC_0d_1,DOE_GR_20191203_MnAC_0d_1_D,MnO2 + AC,0,sediment ,total iron,,mg/kg ww,EPA 6010D,,,D31,sample,
DOE2,DOE_GR_20191203_MnAC_0d_2,DOE_GR_20191203_MnAC_0d_2_D,MnO2 + AC,0,sediment ,total iron,,mg/kg ww,EPA 6010D,,,D32,sample,
DOE2,DOE_GR_20191203_MnAC_0d_3,DOE_GR_20191203_MnAC_0d_3_D,MnO2 + AC,0,sediment ,total iron,,mg/kg ww,EPA 6010D,,,D33,sample,
DOE2,DOE_GR_20191203_MnAC_0.5d_1,DOE_GR_20191203_MnAC_0.5d_1_D,MnO2 + AC,0.5,sediment ,total iron,,mg/kg ww,EPA 6010D,,,D34,sample,
DOE2,DOE_GR_20191203_MnAC_0.5d_2,DOE_GR_20191203_MnAC_0.5d_2_D,MnO2 + AC,0.5,sediment ,total iron,,mg/kg ww,EPA 6010D,,,D35,sample,
DOE2,DOE_GR_20191203_MnAC_0.5d_3,DOE_GR_20191203_MnAC_0.5d_3_D,MnO2 + AC,0.5,sediment ,total iron,,mg/kg ww,EPA 6010D,,,D36,sample,
DOE2,DOE_GR_20191203_MnAC_1d_1,DOE_GR_20191203_MnAC_1d_1_D,MnO2 + AC,1,sediment ,total iron,,mg/kg ww,EPA 6010D,,,D37,sample,
DOE2,DOE_GR_20191203_MnAC_1d_2,DOE_GR_20191203_MnAC_1d_2_D,MnO2 + AC,1,sediment ,total iron,,mg/kg ww,EPA 6010D,,,D38,sample,
DOE2,DOE_GR_20191203_MnAC_1d_3,DOE_GR_20191203_MnAC_1d_3_D,MnO2 + AC,1,sediment ,total iron,,mg/kg ww,EPA 6010D,,,D39,sample,
DOE2,DOE_GR_20191203_MnAC_2d_1,DOE_GR_20191203_MnAC_2d_1_D,MnO2 + AC,2,sediment ,total iron,,mg/kg ww,EPA 6010D,,,D40,sample,
DOE2,DOE_GR_20191203_MnAC_2d_2,DOE_GR_20191203_MnAC_2d_2_D,MnO2 + AC,2,sediment ,total iron,,mg/kg ww,EPA 6010D,,,D41,sample,
DOE2,DOE_GR_20191203_MnAC_2d_3,DOE_GR_20191203_MnAC_2d_3_D,MnO2 + AC,2,sediment ,total iron,,mg/kg ww,EPA 6010D,,,D42,sample,
DOE2,DOE_GR_20191203_MnAC_5d_1,DOE_GR_20191203_MnAC_5d_1_D,MnO2 + AC,5,sediment ,total iron,,mg/kg ww,EPA 6010D,,,D43,sample,
DOE2,DOE_GR_20191203_MnAC_5d_2,DOE_GR_20191203_MnAC_5d_2_D,MnO2 + AC,5,sediment ,total iron,,mg/kg ww,EPA 6010D,,,D44,sample,
DOE2,DOE_GR_20191203_MnAC_5d_3,DOE_GR_20191203_MnAC_5d_3_D,MnO2 + AC,5,sediment ,total iron,,mg/kg ww,EPA 6010D,,,D45,sample,
DOE2,DOE_GR_20191203_SC_0d_1,DOE_GR_20191203_SC_0d_1_D,Spiked Control,0,sediment ,total iron,,mg/kg ww,EPA 6010D,,,D46,sample,
DOE2,DOE_GR_20191203_SC_0d_2,DOE_GR_20191203_SC_0d_2_D,Spiked Control,0,sediment ,total iron,,mg/kg ww,EPA 6010D,,,D47,sample,
DOE2,DOE_GR_20191203_SC_0d_3,DOE_GR_20191203_SC_0d_3_D,Spiked Control,0,sediment ,total iron,,mg/kg ww,EPA 6010D,,,D48,sample,
DOE2,DOE_GR_20191203_SC_0.5d_1,DOE_GR_20191203_SC_0.5d_1_D,Spiked Control,0.5,sediment ,total iron,,mg/kg ww,EPA 6010D,,,D49,sample,
DOE2,DOE_GR_20191203_SC_0.5d_2,DOE_GR_20191203_SC_0.5d_2_D,Spiked Control,0.5,sediment ,total iron,,mg/kg ww,EPA 6010D,,,D50,sample,
DOE2,DOE_GR_20191203_SC_0.5d_3,DOE_GR_20191203_SC_0.5d_3_D,Spiked Control,0.5,sediment ,total iron,,mg/kg ww,EPA 6010D,,,D51,sample,
DOE2,DOE_GR_20191203_SC_1d_1,DOE_GR_20191203_SC_1d_1_D,Spiked Control,1,sediment ,total iron,,mg/kg ww,EPA 6010D,,,D52,sample,
DOE2,DOE_GR_20191203_SC_1d_2,DOE_GR_20191203_SC_1d_2_D,Spiked Control,1,sediment ,total iron,,mg/kg ww,EPA 6010D,,,D53,sample,
DOE2,DOE_GR_20191203_SC_1d_3,DOE_GR_20191203_SC_1d_3_D,Spiked Control,1,sediment ,total iron,,mg/kg ww,EPA 6010D,,,D54,sample,
DOE2,DOE_GR_20191203_SC_2d_1,DOE_GR_20191203_SC_2d_1_D,Spiked Control,2,sediment ,total iron,,mg/kg ww,EPA 6010D,,,D55,sample,
DOE2,DOE_GR_20191203_SC_2d_2,DOE_GR_20191203_SC_2d_2_D,Spiked Control,2,sediment ,total iron,,mg/kg ww,EPA 6010D,,,D56,sample,
DOE2,DOE_GR_20191203_SC_2d_3,DOE_GR_20191203_SC_2d_3_D,Spiked Control,2,sediment ,total iron,,mg/kg ww,EPA 6010D,,,D57,sample,
DOE2,DOE_GR_20191203_SC_5d_1,DOE_GR_20191203_SC_5d_1_D,Spiked Control,5,sediment ,total iron,,mg/kg ww,EPA 6010D,,,D58,sample,
DOE2,DOE_GR_20191203_SC_5d_2,DOE_GR_20191203_SC_5d_2_D,Spiked Control,5,sediment ,total iron,,mg/kg ww,EPA 6010D,,,D59,sample,
DOE2,DOE_GR_20191203_SC_5d_3,DOE_GR_20191203_SC_5d_3_D,Spiked Control,5,sediment ,total iron,,mg/kg ww,EPA 6010D,,,D60,sample,
DOE2,DOE_GR_20191203_C_0d_1,DOE_GR_20191203_C_0d_1_D,Control,0,sediment ,total iron,,mg/kg ww,EPA 6010D,,,D61,sample,
DOE2,DOE_GR_20191203_C_0d_2,DOE_GR_20191203_C_0d_2_D,Control,0,sediment ,total iron,,mg/kg ww,EPA 6010D,,,D62,sample,
DOE2,DOE_GR_20191203_C_0d_3,DOE_GR_20191203_C_0d_3_D,Control,0,sediment ,total iron,,mg/kg ww,EPA 6010D,,,D63,sample,
DOE2,DOE_GR_20191203_C_0.5d_1,DOE_GR_20191203_C_0.5d_1_D,Control,0.5,sediment ,total iron,,mg/kg ww,EPA 6010D,,,D64,sample,
DOE2,DOE_GR_20191203_C_0.5d_2,DOE_GR_20191203_C_0.5d_2_D,Control,0.5,sediment ,total iron,,mg/kg ww,EPA 6010D,,,D65,sample,
DOE2,DOE_GR_20191203_C_0.5d_3,DOE_GR_20191203_C_0.5d_3_D,Control,0.5,sediment ,total iron,,mg/kg ww,EPA 6010D,,,D66,sample,
DOE2,DOE_GR_20191203_C_1d_1,DOE_GR_20191203_C_1d_1_D,Control,1,sediment ,total iron,,mg/kg ww,EPA 6010D,,,D67,sample,
DOE2,DOE_GR_20191203_C_1d_2,DOE_GR_20191203_C_1d_2_D,Control,1,sediment ,total iron,,mg/kg ww,EPA 6010D,,,D68,sample,
DOE2,DOE_GR_20191203_C_1d_3,DOE_GR_20191203_C_1d_3_D,Control,1,sediment ,total iron,,mg/kg ww,EPA 6010D,,,D69,sample,
DOE2,DOE_GR_20191203_C_2d_1,DOE_GR_20191203_C_2d_1_D,Control,2,sediment ,total iron,,mg/kg ww,EPA 6010D,,,D70,sample,
DOE2,DOE_GR_20191203_C_2d_2,DOE_GR_20191203_C_2d_2_D,Control,2,sediment ,total iron,,mg/kg ww,EPA 6010D,,,D71,sample,
DOE2,DOE_GR_20191203_C_2d_3,DOE_GR_20191203_C_2d_3_D,Control,2,sediment ,total iron,,mg/kg ww,EPA 6010D,,,D72,sample,
DOE2,DOE_GR_20191203_C_5d_1,DOE_GR_20191203_C_5d_1_D,Control,5,sediment ,total iron,,mg/kg ww,EPA 6010D,,,D73,sample,
DOE2,DOE_GR_20191203_C_5d_2,DOE_GR_20191203_C_5d_2_D,Control,5,sediment ,total iron,,mg/kg ww,EPA 6010D,,,D74,sample,
DOE2,DOE_GR_20191203_C_5d_3,DOE_GR_20191203_C_5d_3_D,Control,5,sediment ,total iron,,mg/kg ww,EPA 6010D,,,D75,sample,
DOE2,DOE_GR_20191203_Mn_0d_1,DOE_GR_20191203_Mn_0d_1_D,Manganese Oxide,0,sediment ,total manganese,,mg/kg ww,EPA 6010D,,,D1,sample,
DOE2,DOE_GR_20191203_Mn_0d_2,DOE_GR_20191203_Mn_0d_2_D,Manganese Oxide,0,sediment ,total manganese,,mg/kg ww,EPA 6010D,,,D2,sample,
DOE2,DOE_GR_20191203_Mn_0d_3,DOE_GR_20191203_Mn_0d_3_D,Manganese Oxide,0,sediment ,total manganese,,mg/kg ww,EPA 6010D,,,D3,sample,
DOE2,DOE_GR_20191203_Mn_0.5d_1,DOE_GR_20191203_Mn_0.5d_1_D,Manganese Oxide,0.5,sediment ,total manganese,,mg/kg ww,EPA 6010D,,,D4,sample,
DOE2,DOE_GR_20191203_Mn_0.5d_2,DOE_GR_20191203_Mn_0.5d_2_D,Manganese Oxide,0.5,sediment ,total manganese,,mg/kg ww,EPA 6010D,,,D5,sample,
DOE2,DOE_GR_20191203_Mn_0.5d_3,DOE_GR_20191203_Mn_0.5d_3_D,Manganese Oxide,0.5,sediment ,total manganese,,mg/kg ww,EPA 6010D,,,D6,sample,
DOE2,DOE_GR_20191203_Mn_1d_1,DOE_GR_20191203_Mn_1d_1_D,Manganese Oxide,1,sediment ,total manganese,,mg/kg ww,EPA 6010D,,,D7,sample,
DOE2,DOE_GR_20191203_Mn_1d_2,DOE_GR_20191203_Mn_1d_2_D,Manganese Oxide,1,sediment ,total manganese,,mg/kg ww,EPA 6010D,,,D8,sample,
DOE2,DOE_GR_20191203_Mn_1d_3,DOE_GR_20191203_Mn_1d_3_D,Manganese Oxide,1,sediment ,total manganese,,mg/kg ww,EPA 6010D,,,D9,sample,
DOE2,DOE_GR_20191203_Mn_2d_1,DOE_GR_20191203_Mn_2d_1_D,Manganese Oxide,2,sediment ,total manganese,,mg/kg ww,EPA 6010D,,,D10,sample,
DOE2,DOE_GR_20191203_Mn_2d_2,DOE_GR_20191203_Mn_2d_2_D,Manganese Oxide,2,sediment ,total manganese,,mg/kg ww,EPA 6010D,,,D11,sample,
DOE2,DOE_GR_20191203_Mn_2d_3,DOE_GR_20191203_Mn_2d_3_D,Manganese Oxide,2,sediment ,total manganese,,mg/kg ww,EPA 6010D,,,D12,sample,
DOE2,DOE_GR_20191203_Mn_5d_1,DOE_GR_20191203_Mn_5d_1_D,Manganese Oxide,5,sediment ,total manganese,,mg/kg ww,EPA 6010D,,,D13,sample,
DOE2,DOE_GR_20191203_Mn_5d_2,DOE_GR_20191203_Mn_5d_2_D,Manganese Oxide,5,sediment ,total manganese,,mg/kg ww,EPA 6010D,,,D14,sample,
DOE2,DOE_GR_20191203_Mn_5d_3,DOE_GR_20191203_Mn_5d_3_D,Manganese Oxide,5,sediment ,total manganese,,mg/kg ww,EPA 6010D,,,D15,sample,
DOE2,DOE_GR_20191203_AC_0d_1,DOE_GR_20191203_AC_0d_1_D,Activated Carbon,0,sediment ,total manganese,,mg/kg ww,EPA 6010D,,,D16,sample,
DOE2,DOE_GR_20191203_AC_0d_2,DOE_GR_20191203_AC_0d_2_D,Activated Carbon,0,sediment ,total manganese,,mg/kg ww,EPA 6010D,,,D17,sample,
DOE2,DOE_GR_20191203_AC_0d_3,DOE_GR_20191203_AC_0d_3_D,Activated Carbon,0,sediment ,total manganese,,mg/kg ww,EPA 6010D,,,D18,sample,
DOE2,DOE_GR_20191203_AC_0.5d_1,DOE_GR_20191203_AC_0.5d_1_D,Activated Carbon,0.5,sediment ,total manganese,,mg/kg ww,EPA 6010D,,,D19,sample,
DOE2,DOE_GR_20191203_AC_0.5d_2,DOE_GR_20191203_AC_0.5d_2_D,Activated Carbon,0.5,sediment ,total manganese,,mg/kg ww,EPA 6010D,,,D20,sample,
DOE2,DOE_GR_20191203_AC_0.5d_3,DOE_GR_20191203_AC_0.5d_3_D,Activated Carbon,0.5,sediment ,total manganese,,mg/kg ww,EPA 6010D,,,D21,sample,
DOE2,DOE_GR_20191203_AC_1d_1,DOE_GR_20191203_AC_1d_1_D,Activated Carbon,1,sediment ,total manganese,,mg/kg ww,EPA 6010D,,,D22,sample,
DOE2,DOE_GR_20191203_AC_1d_2,DOE_GR_20191203_AC_1d_2_D,Activated Carbon,1,sediment ,total manganese,,mg/kg ww,EPA 6010D,,,D23,sample,
DOE2,DOE_GR_20191203_AC_1d_3,DOE_GR_20191203_AC_1d_3_D,Activated Carbon,1,sediment ,total manganese,,mg/kg ww,EPA 6010D,,,D24,sample,
DOE2,DOE_GR_20191203_AC_2d_1,DOE_GR_20191203_AC_2d_1_D,Activated Carbon,2,sediment ,total manganese,,mg/kg ww,EPA 6010D,,,D25,sample,
DOE2,DOE_GR_20191203_AC_2d_2,DOE_GR_20191203_AC_2d_2_D,Activated Carbon,2,sediment ,total manganese,,mg/kg ww,EPA 6010D,,,D26,sample,
DOE2,DOE_GR_20191203_AC_2d_3,DOE_GR_20191203_AC_2d_3_D,Activated Carbon,2,sediment ,total manganese,,mg/kg ww,EPA 6010D,,,D27,sample,
DOE2,DOE_GR_20191203_AC_5d_1,DOE_GR_20191203_AC_5d_1_D,Activated Carbon,5,sediment ,total manganese,,mg/kg ww,EPA 6010D,,,D28,sample,
DOE2,DOE_GR_20191203_AC_5d_2,DOE_GR_20191203_AC_5d_2_D,Activated Carbon,5,sediment ,total manganese,,mg/kg ww,EPA 6010D,,,D29,sample,
DOE2,DOE_GR_20191203_AC_5d_3,DOE_GR_20191203_AC_5d_3_D,Activated Carbon,5,sediment ,total manganese,,mg/kg ww,EPA 6010D,,,D30,sample,
DOE2,DOE_GR_20191203_MnAC_0d_1,DOE_GR_20191203_MnAC_0d_1_D,MnO2 + AC,0,sediment ,total manganese,,mg/kg ww,EPA 6010D,,,D31,sample,
DOE2,DOE_GR_20191203_MnAC_0d_2,DOE_GR_20191203_MnAC_0d_2_D,MnO2 + AC,0,sediment ,total manganese,,mg/kg ww,EPA 6010D,,,D32,sample,
DOE2,DOE_GR_20191203_MnAC_0d_3,DOE_GR_20191203_MnAC_0d_3_D,MnO2 + AC,0,sediment ,total manganese,,mg/kg ww,EPA 6010D,,,D33,sample,
DOE2,DOE_GR_20191203_MnAC_0.5d_1,DOE_GR_20191203_MnAC_0.5d_1_D,MnO2 + AC,0.5,sediment ,total manganese,,mg/kg ww,EPA 6010D,,,D34,sample,
DOE2,DOE_GR_20191203_MnAC_0.5d_2,DOE_GR_20191203_MnAC_0.5d_2_D,MnO2 + AC,0.5,sediment ,total manganese,,mg/kg ww,EPA 6010D,,,D35,sample,
DOE2,DOE_GR_20191203_MnAC_0.5d_3,DOE_GR_20191203_MnAC_0.5d_3_D,MnO2 + AC,0.5,sediment ,total manganese,,mg/kg ww,EPA 6010D,,,D36,sample,
DOE2,DOE_GR_20191203_MnAC_1d_1,DOE_GR_20191203_MnAC_1d_1_D,MnO2 + AC,1,sediment ,total manganese,,mg/kg ww,EPA 6010D,,,D37,sample,
DOE2,DOE_GR_20191203_MnAC_1d_2,DOE_GR_20191203_MnAC_1d_2_D,MnO2 + AC,1,sediment ,total manganese,,mg/kg ww,EPA 6010D,,,D38,sample,
DOE2,DOE_GR_20191203_MnAC_1d_3,DOE_GR_20191203_MnAC_1d_3_D,MnO2 + AC,1,sediment ,total manganese,,mg/kg ww,EPA 6010D,,,D39,sample,
DOE2,DOE_GR_20191203_MnAC_2d_1,DOE_GR_20191203_MnAC_2d_1_D,MnO2 + AC,2,sediment ,total manganese,,mg/kg ww,EPA 6010D,,,D40,sample,
DOE2,DOE_GR_20191203_MnAC_2d_2,DOE_GR_20191203_MnAC_2d_2_D,MnO2 + AC,2,sediment ,total manganese,,mg/kg ww,EPA 6010D,,,D41,sample,
DOE2,DOE_GR_20191203_MnAC_2d_3,DOE_GR_20191203_MnAC_2d_3_D,MnO2 + AC,2,sediment ,total manganese,,mg/kg ww,EPA 6010D,,,D42,sample,
DOE2,DOE_GR_20191203_MnAC_5d_1,DOE_GR_20191203_MnAC_5d_1_D,MnO2 + AC,5,sediment ,total manganese,,mg/kg ww,EPA 6010D,,,D43,sample,
DOE2,DOE_GR_20191203_MnAC_5d_2,DOE_GR_20191203_MnAC_5d_2_D,MnO2 + AC,5,sediment ,total manganese,,mg/kg ww,EPA 6010D,,,D44,sample,
DOE2,DOE_GR_20191203_MnAC_5d_3,DOE_GR_20191203_MnAC_5d_3_D,MnO2 + AC,5,sediment ,total manganese,,mg/kg ww,EPA 6010D,,,D45,sample,
DOE2,DOE_GR_20191203_SC_0d_1,DOE_GR_20191203_SC_0d_1_D,Spiked Control,0,sediment ,total manganese,,mg/kg ww,EPA 6010D,,,D46,sample,
DOE2,DOE_GR_20191203_SC_0d_2,DOE_GR_20191203_SC_0d_2_D,Spiked Control,0,sediment ,total manganese,,mg/kg ww,EPA 6010D,,,D47,sample,
DOE2,DOE_GR_20191203_SC_0d_3,DOE_GR_20191203_SC_0d_3_D,Spiked Control,0,sediment ,total manganese,,mg/kg ww,EPA 6010D,,,D48,sample,
DOE2,DOE_GR_20191203_SC_0.5d_1,DOE_GR_20191203_SC_0.5d_1_D,Spiked Control,0.5,sediment ,total manganese,,mg/kg ww,EPA 6010D,,,D49,sample,
DOE2,DOE_GR_20191203_SC_0.5d_2,DOE_GR_20191203_SC_0.5d_2_D,Spiked Control,0.5,sediment ,total manganese,,mg/kg ww,EPA 6010D,,,D50,sample,
DOE2,DOE_GR_20191203_SC_0.5d_3,DOE_GR_20191203_SC_0.5d_3_D,Spiked Control,0.5,sediment ,total manganese,,mg/kg ww,EPA 6010D,,,D51,sample,
DOE2,DOE_GR_20191203_SC_1d_1,DOE_GR_20191203_SC_1d_1_D,Spiked Control,1,sediment ,total manganese,,mg/kg ww,EPA 6010D,,,D52,sample,
DOE2,DOE_GR_20191203_SC_1d_2,DOE_GR_20191203_SC_1d_2_D,Spiked Control,1,sediment ,total manganese,,mg/kg ww,EPA 6010D,,,D53,sample,
DOE2,DOE_GR_20191203_SC_1d_3,DOE_GR_20191203_SC_1d_3_D,Spiked Control,1,sediment ,total manganese,,mg/kg ww,EPA 6010D,,,D54,sample,
DOE2,DOE_GR_20191203_SC_2d_1,DOE_GR_20191203_SC_2d_1_D,Spiked Control,2,sediment ,total manganese,,mg/kg ww,EPA 6010D,,,D55,sample,
DOE2,DOE_GR_20191203_SC_2d_2,DOE_GR_20191203_SC_2d_2_D,Spiked Control,2,sediment ,total manganese,,mg/kg ww,EPA 6010D,,,D56,sample,
DOE2,DOE_GR_20191203_SC_2d_3,DOE_GR_20191203_SC_2d_3_D,Spiked Control,2,sediment ,total manganese,,mg/kg ww,EPA 6010D,,,D57,sample,
DOE2,DOE_GR_20191203_SC_5d_1,DOE_GR_20191203_SC_5d_1_D,Spiked Control,5,sediment ,total manganese,,mg/kg ww,EPA 6010D,,,D58,sample,
DOE2,DOE_GR_20191203_SC_5d_2,DOE_GR_20191203_SC_5d_2_D,Spiked Control,5,sediment ,total manganese,,mg/kg ww,EPA 6010D,,,D59,sample,
DOE2,DOE_GR_20191203_SC_5d_3,DOE_GR_20191203_SC_5d_3_D,Spiked Control,5,sediment ,total manganese,,mg/kg ww,EPA 6010D,,,D60,sample,
DOE2,DOE_GR_20191203_C_0d_1,DOE_GR_20191203_C_0d_1_D,Control,0,sediment ,total manganese,,mg/kg ww,EPA 6010D,,,D61,sample,
DOE2,DOE_GR_20191203_C_0d_2,DOE_GR_20191203_C_0d_2_D,Control,0,sediment ,total manganese,,mg/kg ww,EPA 6010D,,,D62,sample,
DOE2,DOE_GR_20191203_C_0d_3,DOE_GR_20191203_C_0d_3_D,Control,0,sediment ,total manganese,,mg/kg ww,EPA 6010D,,,D63,sample,
DOE2,DOE_GR_20191203_C_0.5d_1,DOE_GR_20191203_C_0.5d_1_D,Control,0.5,sediment ,total manganese,,mg/kg ww,EPA 6010D,,,D64,sample,
DOE2,DOE_GR_20191203_C_0.5d_2,DOE_GR_20191203_C_0.5d_2_D,Control,0.5,sediment ,total manganese,,mg/kg ww,EPA 6010D,,,D65,sample,
DOE2,DOE_GR_20191203_C_0.5d_3,DOE_GR_20191203_C_0.5d_3_D,Control,0.5,sediment ,total manganese,,mg/kg ww,EPA 6010D,,,D66,sample,
DOE2,DOE_GR_20191203_C_1d_1,DOE_GR_20191203_C_1d_1_D,Control,1,sediment ,total manganese,,mg/kg ww,EPA 6010D,,,D67,sample,
DOE2,DOE_GR_20191203_C_1d_2,DOE_GR_20191203_C_1d_2_D,Control,1,sediment ,total manganese,,mg/kg ww,EPA 6010D,,,D68,sample,
DOE2,DOE_GR_20191203_C_1d_3,DOE_GR_20191203_C_1d_3_D,Control,1,sediment ,total manganese,,mg/kg ww,EPA 6010D,,,D69,sample,
DOE2,DOE_GR_20191203_C_2d_1,DOE_GR_20191203_C_2d_1_D,Control,2,sediment ,total manganese,,mg/kg ww,EPA 6010D,,,D70,sample,
DOE2,DOE_GR_20191203_C_2d_2,DOE_GR_20191203_C_2d_2_D,Control,2,sediment ,total manganese,,mg/kg ww,EPA 6010D,,,D71,sample,
DOE2,DOE_GR_20191203_C_2d_3,DOE_GR_20191203_C_2d_3_D,Control,2,sediment ,total manganese,,mg/kg ww,EPA 6010D,,,D72,sample,
DOE2,DOE_GR_20191203_C_5d_1,DOE_GR_20191203_C_5d_1_D,Control,5,sediment ,total manganese,,mg/kg ww,EPA 6010D,,,D73,sample,
DOE2,DOE_GR_20191203_C_5d_2,DOE_GR_20191203_C_5d_2_D,Control,5,sediment ,total manganese,,mg/kg ww,EPA 6010D,,,D74,sample,
DOE2,DOE_GR_20191203_C_5d_3,DOE_GR_20191203_C_5d_3_D,Control,5,sediment ,total manganese,,mg/kg ww,EPA 6010D,,,D75,sample,
DOE2,DOE_GR_20191203_Mn_0d_1,DOE_GR_20191203_Mn_0d_1_D,Manganese Oxide,0,sediment ,total mercury,,mg/kg ww,EPA 7473,,,D1,sample,
DOE2,DOE_GR_20191203_Mn_0d_2,DOE_GR_20191203_Mn_0d_2_D,Manganese Oxide,0,sediment ,total mercury,,mg/kg ww,EPA 7473,,,D2,sample,
DOE2,DOE_GR_20191203_Mn_0d_3,DOE_GR_20191203_Mn_0d_3_D,Manganese Oxide,0,sediment ,total mercury,,mg/kg ww,EPA 7473,,,D3,sample,
DOE2,DOE_GR_20191203_Mn_0.5d_1,DOE_GR_20191203_Mn_0.5d_1_D,Manganese Oxide,0.5,sediment ,total mercury,,mg/kg ww,EPA 7473,,,D4,sample,
DOE2,DOE_GR_20191203_Mn_0.5d_2,DOE_GR_20191203_Mn_0.5d_2_D,Manganese Oxide,0.5,sediment ,total mercury,,mg/kg ww,EPA 7473,,,D5,sample,
DOE2,DOE_GR_20191203_Mn_0.5d_3,DOE_GR_20191203_Mn_0.5d_3_D,Manganese Oxide,0.5,sediment ,total mercury,,mg/kg ww,EPA 7473,,,D6,sample,
DOE2,DOE_GR_20191203_Mn_1d_1,DOE_GR_20191203_Mn_1d_1_D,Manganese Oxide,1,sediment ,total mercury,,mg/kg ww,EPA 7473,,,D7,sample,
DOE2,DOE_GR_20191203_Mn_1d_2,DOE_GR_20191203_Mn_1d_2_D,Manganese Oxide,1,sediment ,total mercury,,mg/kg ww,EPA 7473,,,D8,sample,
DOE2,DOE_GR_20191203_Mn_1d_3,DOE_GR_20191203_Mn_1d_3_D,Manganese Oxide,1,sediment ,total mercury,,mg/kg ww,EPA 7473,,,D9,sample,
DOE2,DOE_GR_20191203_Mn_2d_1,DOE_GR_20191203_Mn_2d_1_D,Manganese Oxide,2,sediment ,total mercury,,mg/kg ww,EPA 7473,,,D10,sample,
DOE2,DOE_GR_20191203_Mn_2d_2,DOE_GR_20191203_Mn_2d_2_D,Manganese Oxide,2,sediment ,total mercury,,mg/kg ww,EPA 7473,,,D11,sample,
DOE2,DOE_GR_20191203_Mn_2d_3,DOE_GR_20191203_Mn_2d_3_D,Manganese Oxide,2,sediment ,total mercury,,mg/kg ww,EPA 7473,,,D12,sample,
DOE2,DOE_GR_20191203_Mn_5d_1,DOE_GR_20191203_Mn_5d_1_D,Manganese Oxide,5,sediment ,total mercury,,mg/kg ww,EPA 7473,,,D13,sample,
DOE2,DOE_GR_20191203_Mn_5d_2,DOE_GR_20191203_Mn_5d_2_D,Manganese Oxide,5,sediment ,total mercury,,mg/kg ww,EPA 7473,,,D14,sample,
DOE2,DOE_GR_20191203_Mn_5d_3,DOE_GR_20191203_Mn_5d_3_D,Manganese Oxide,5,sediment ,total mercury,,mg/kg ww,EPA 7473,,,D15,sample,
DOE2,DOE_GR_20191203_AC_0d_1,DOE_GR_20191203_AC_0d_1_D,Activated Carbon,0,sediment ,total mercury,,mg/kg ww,EPA 7473,,,D16,sample,
DOE2,DOE_GR_20191203_AC_0d_2,DOE_GR_20191203_AC_0d_2_D,Activated Carbon,0,sediment ,total mercury,,mg/kg ww,EPA 7473,,,D17,sample,
DOE2,DOE_GR_20191203_AC_0d_3,DOE_GR_20191203_AC_0d_3_D,Activated Carbon,0,sediment ,total mercury,,mg/kg ww,EPA 7473,,,D18,sample,
DOE2,DOE_GR_20191203_AC_0.5d_1,DOE_GR_20191203_AC_0.5d_1_D,Activated Carbon,0.5,sediment ,total mercury,,mg/kg ww,EPA 7473,,,D19,sample,
DOE2,DOE_GR_20191203_AC_0.5d_2,DOE_GR_20191203_AC_0.5d_2_D,Activated Carbon,0.5,sediment ,total mercury,,mg/kg ww,EPA 7473,,,D20,sample,
DOE2,DOE_GR_20191203_AC_0.5d_3,DOE_GR_20191203_AC_0.5d_3_D,Activated Carbon,0.5,sediment ,total mercury,,mg/kg ww,EPA 7473,,,D21,sample,
DOE2,DOE_GR_20191203_AC_1d_1,DOE_GR_20191203_AC_1d_1_D,Activated Carbon,1,sediment ,total mercury,,mg/kg ww,EPA 7473,,,D22,sample,
DOE2,DOE_GR_20191203_AC_1d_2,DOE_GR_20191203_AC_1d_2_D,Activated Carbon,1,sediment ,total mercury,,mg/kg ww,EPA 7473,,,D23,sample,
DOE2,DOE_GR_20191203_AC_1d_3,DOE_GR_20191203_AC_1d_3_D,Activated Carbon,1,sediment ,total mercury,,mg/kg ww,EPA 7473,,,D24,sample,
DOE2,DOE_GR_20191203_AC_2d_1,DOE_GR_20191203_AC_2d_1_D,Activated Carbon,2,sediment ,total mercury,,mg/kg ww,EPA 7473,,,D25,sample,
DOE2,DOE_GR_20191203_AC_2d_2,DOE_GR_20191203_AC_2d_2_D,Activated Carbon,2,sediment ,total mercury,,mg/kg ww,EPA 7473,,,D26,sample,
DOE2,DOE_GR_20191203_AC_2d_3,DOE_GR_20191203_AC_2d_3_D,Activated Carbon,2,sediment ,total mercury,,mg/kg ww,EPA 7473,,,D27,sample,
DOE2,DOE_GR_20191203_AC_5d_1,DOE_GR_20191203_AC_5d_1_D,Activated Carbon,5,sediment ,total mercury,,mg/kg ww,EPA 7473,,,D28,sample,
DOE2,DOE_GR_20191203_AC_5d_2,DOE_GR_20191203_AC_5d_2_D,Activated Carbon,5,sediment ,total mercury,,mg/kg ww,EPA 7473,,,D29,sample,
DOE2,DOE_GR_20191203_AC_5d_3,DOE_GR_20191203_AC_5d_3_D,Activated Carbon,5,sediment ,total mercury,,mg/kg ww,EPA 7473,,,D30,sample,
